"","FECHAPROCESO","TIPOTX","CANAL","valtransaccion","transacciones","consistentes","conciliado","peso_val","peso_trans"
"211","2022-09-08","PagosDIANEnviados","PSE",5020994.62365591,186,169,90.8602150537634,0.107099869537031,0.017478788174942
"212","2022-09-08","PagosDIANRecibidos","PSE",59519200,10,10,100,1.26956888679299,0.00093971979435172
"213","2022-09-08","PagosEmpresasEnviados","PSE",407033.704243536,10906,8051,73.8217494956905,0.00868219543918086,1.02485840771999
"214","2022-09-08","PagosEmpresasRecibidos","PSE",2065725.72726154,1300,1190,91.5384615384615,0.0440627749025369,0.122163573265724
"215","2022-09-08","PagosSSSEnviados","PSE",2235588.12030075,665,544,81.8045112781955,0.0476860092410157,0.0624913663243894
"216","2022-09-08","PagosSSSOtrosCanalesEnviado","PSE",370440,5,0,0,0.00790163675626682,0.00046985989717586
"217","2022-09-08","PagosSSSRecibidos","PSE",703659.67684492,1870,111,5.93582887700535,0.0150093487918709,0.175727601543772
"218","2022-09-08","SeguridadSocialONIFRecibidos","ACH",68177.7202072539,386,0,0,0.00145425866523084,0.0362731840619764
"219","2022-09-09","CreditosEnviados","ACH",2972400.41245313,5707,4480,78.5000876117049,0.0634025168809585,0.536298086636527
"220","2022-09-09","CreditosRecibidos","ACH",2631311.69449919,10533,10531,99.9810120573436,0.0561269549790777,0.989806859390667
"221","2022-09-09","DebitosEnviados","ACH",179835.838509317,322,313,97.2049689440994,0.00383597201074204,0.0302589773781254
"222","2022-09-09","DebitosRecibidos","ACH",215170.524153646,1536,1534,99.8697916666667,0.00458967531183901,0.144340960412424
"223","2022-09-09","DevolucionesCreditosEnviados","ACH",2704194.28407407,162,153,94.4444444444444,0.0576815704327997,0.0152234606684979
"224","2022-09-09","DevolucionesCreditosRecibidos","ACH",1269073.93689189,222,222,100,0.0270698662837847,0.0208617794346082
"225","2022-09-09","DevolucionesDebitosEnviados","ACH",230119.094800456,877,872,99.4298745724059,0.00490853443956952,0.0824134259646459
"226","2022-09-09","DevolucionesDebitosRecibidos","ACH",220045.93877551,196,171,87.2448979591837,0.00469366990037741,0.0184185079692937
"227","2022-09-09","PagosDIANEnviados","PSE",3173709.52380952,210,189,90,0.0676965225867816,0.0197341156813861
"228","2022-09-09","PagosDIANRecibidos","PSE",45442100,10,10,100,0.969298584499385,0.00093971979435172
"229","2022-09-09","PagosEmpresasEnviados","PSE",383598.900196551,10786,8018,74.3371036528834,0.00818232148109436,1.01358177018777
"230","2022-09-09","PagosEmpresasRecibidos","PSE",4297344.37767167,1267,1159,91.4759273875296,0.0916641137267762,0.119062497944363
"231","2022-09-09","PagosSSSEnviados","PSE",2586082.73809524,672,564,83.9285714285714,0.0551622028346843,0.0631491701804356
"232","2022-09-09","PagosSSSOtrosCanalesEnviado","PSE",499700,5,0,0,0.010658805439765,0.00046985989717586
"233","2022-09-09","PagosSSSRecibidos","PSE",533835.498172324,1915,96,5.01305483028721,0.0113869295814665,0.179956340618354
"234","2022-09-09","SeguridadSocialONIFRecibidos","ACH",101042.857142857,364,0,0,0.00215528548201657,0.0342058005144026
"235","2022-09-10","CreditosEnviados","ACH",3424404.31422673,5619,4415,78.5726997686421,0.073043945031888,0.528028552446232
"236","2022-09-10","CreditosRecibidos","ACH",2470168.67652547,10600,10599,99.9905660377358,0.0526897084780602,0.996102982012823
"237","2022-09-10","DebitosEnviados","ACH",148337.049275362,345,334,96.8115942028986,0.00316408994943949,0.0324203329051343
"238","2022-09-10","DebitosRecibidos","ACH",176211.55129097,1495,1494,99.933110367893,0.00375866448158817,0.140488109255582
"239","2022-09-10","DevolucionesCreditosEnviados","ACH",1025519.14086705,173,171,98.8439306358381,0.0218747428402178,0.0162571524422848
"240","2022-09-10","DevolucionesCreditosRecibidos","ACH",1268865.75876106,226,226,100,0.0270654257590832,0.0212376673523489
"241","2022-09-10","DevolucionesDebitosEnviados","ACH",218858.212806415,873,868,99.4272623138603,0.00466833521952821,0.0820375380469052
"242","2022-09-10","DevolucionesDebitosRecibidos","ACH",179775.026315789,228,207,90.7894736842105,0.00383467486177431,0.0214256113112192
"243","2022-09-10","PagosDIANEnviados","PSE",3804696.80851064,188,167,88.8297872340426,0.0811557395221324,0.0176667321338123
"244","2022-09-10","PagosDIANRecibidos","PSE",58847916.6666667,12,12,100,1.25525013865419,0.00112766375322206
"245","2022-09-10","PagosEmpresasEnviados","PSE",330334.261829201,10890,7986,73.3333333333333,0.00704616495282335,1.02335485604902
"246","2022-09-10","PagosEmpresasRecibidos","PSE",3146776.00281225,1241,1135,91.4585012087027,0.0671220195647328,0.116619226479048
"247","2022-09-10","PagosSSSEnviados","PSE",1292389.0647482,695,570,82.0143884892086,0.0275671874997616,0.0653105257074446
"248","2022-09-10","PagosSSSOtrosCanalesEnviado","PSE",217300,3,0,0,0.00463509790286356,0.000281915938305516
"249","2022-09-10","PagosSSSRecibidos","PSE",561671.681264,1875,106,5.65333333333333,0.0119806867552905,0.176197461440948
"250","2022-09-10","SeguridadSocialONIFRecibidos","ACH",105942.079207921,404,0,0,0.00225978789305863,0.0379646796918095
"251","2022-09-11","CreditosEnviados","ACH",2505127.75864054,5664,4440,78.3898305084746,0.0534354000022092,0.532257291520814
"252","2022-09-11","CreditosRecibidos","ACH",2149779.14123384,10755,10750,99.953509995351,0.0458556686109196,1.01066863882528
"253","2022-09-11","DebitosEnviados","ACH",150642.703601108,361,346,95.8448753462604,0.00321327049950848,0.0339238845760971
"254","2022-09-11","DebitosRecibidos","ACH",203981.515923695,1494,1492,99.8661311914324,0.00435100918859111,0.140394137276147
"255","2022-09-11","DevolucionesCreditosEnviados","ACH",1290527.15141892,148,144,97.2972972972973,0.0275274721266927,0.0139078529564055
"256","2022-09-11","DevolucionesCreditosRecibidos","ACH",1221797.4793722,223,223,100,0.0260614401029087,0.0209557514140434
"257","2022-09-11","DevolucionesDebitosEnviados","ACH",221106.549364359,881,877,99.5459704880817,0.00471629315815986,0.0827893138823866
"258","2022-09-11","DevolucionesDebitosRecibidos","ACH",175762.144144144,222,196,88.2882882882883,0.00374907844328268,0.0208617794346082
"259","2022-09-11","PagosDIANEnviados","PSE",7401265.4028436,211,188,89.0995260663507,0.157872019085398,0.0198280876608213
"260","2022-09-11","PagosDIANRecibidos","PSE",24644333.3333333,9,9,100,0.525673712612996,0.000845747814916548
"261","2022-09-11","PagosEmpresasEnviados","PSE",489031.213666913,10832,7999,73.846011816839,0.0104312358624129,1.01790448124178
"262","2022-09-11","PagosEmpresasRecibidos","PSE",3955149.02430634,1247,1111,89.093825180433,0.0843649468388181,0.11718305835566
"263","2022-09-11","PagosSSSEnviados","PSE",1077142.18759019,693,601,86.7243867243867,0.0229758835471015,0.0651225817485742
"264","2022-09-11","PagosSSSOtrosCanalesEnviado","PSE",228483.333333333,6,0,0,0.00487364297824487,0.000563831876611032
"265","2022-09-11","PagosSSSRecibidos","PSE",516304.541673554,1936,99,5.11363636363636,0.011012987106995,0.181929752186493
"266","2022-09-11","SeguridadSocialONIFRecibidos","ACH",96157.1782178218,404,0,0,0.00205107195169215,0.0379646796918095
"267","2022-09-12","CreditosEnviados","ACH",2518164.84934486,5724,4553,79.5422781271838,0.0537134864807323,0.537895610286925
"268","2022-09-12","CreditosRecibidos","ACH",2379497.04124628,10760,10756,99.9628252788104,0.0507556454015219,1.01113849872245
"269","2022-09-12","DebitosEnviados","ACH",169663.252199413,341,330,96.7741935483871,0.00361898658289238,0.0320444449873937
"270","2022-09-12","DebitosRecibidos","ACH",262320.039415205,1539,1534,99.6751137102014,0.00559539376241373,0.14462287635073
"271","2022-09-12","DevolucionesCreditosEnviados","ACH",2534158.26535484,155,151,97.4193548387097,0.0540546325875314,0.0145656568124517
"272","2022-09-12","DevolucionesCreditosRecibidos","ACH",1091611.08885321,218,218,100,0.0232845111306311,0.0204858915168675
"273","2022-09-12","DevolucionesDebitosEnviados","ACH",336010.03746085,894,891,99.6644295302013,0.00716723156914816,0.0840109496150438
"274","2022-09-12","DevolucionesDebitosRecibidos","ACH",163827.754807692,208,178,85.5769230769231,0.00349451303607907,0.0195461717225158
"275","2022-09-12","PagosDIANEnviados","PSE",5494817.70833333,192,178,92.7083333333333,0.117206709786072,0.018042620051553
"276","2022-09-12","PagosDIANRecibidos","PSE",90698250,12,12,100,1.93463077942198,0.00112766375322206
"277","2022-09-12","PagosEmpresasEnviados","PSE",9647352.4989302,10731,7956,74.140341067934,0.20578197577532,1.00841331131883
"278","2022-09-12","PagosEmpresasRecibidos","PSE",2642208.59484947,1229,1111,90.3986981285598,0.0563593903217435,0.115491562725826
"279","2022-09-12","PagosSSSEnviados","PSE",1722046.17691154,667,575,86.2068965517241,0.0367319494856738,0.0626793102832597
"280","2022-09-12","PagosSSSOtrosCanalesEnviado","PSE",379212.5,8,0,0,0.00808875777031592,0.000751775835481376
"281","2022-09-12","PagosSSSRecibidos","PSE",1038122.64305781,1851,110,5.94273365748244,0.0221435806983544,0.173942133934503
"282","2022-09-12","SeguridadSocialONIFRecibidos","ACH",191372.677595628,366,0,0,0.00408205750846241,0.034393744473273
"283","2022-09-13","CreditosEnviados","ACH",2794426.23685825,5672,4478,78.9492242595205,0.0596062549018343,0.533009067356296
"284","2022-09-13","CreditosRecibidos","ACH",2823012.79544912,10732,10728,99.9627282892285,0.0602160178920536,1.00850728329827
"285","2022-09-13","DebitosEnviados","ACH",149970.204610951,347,338,97.4063400576369,0.00319892582091228,0.0326082768640047
"286","2022-09-13","DebitosRecibidos","ACH",191882.900880111,1443,1441,99.8613998613999,0.00409294077986553,0.135601566324953
"287","2022-09-13","DevolucionesCreditosEnviados","ACH",2163932.33175325,154,149,96.7532467532468,0.0461575619551226,0.0144716848330165
"288","2022-09-13","DevolucionesCreditosRecibidos","ACH",1220101.05851064,188,188,100,0.0260252547518835,0.0176667321338123
"289","2022-09-13","DevolucionesDebitosEnviados","ACH",247738.526817102,842,835,99.1686460807601,0.00528436413303479,0.0791244066844149
"290","2022-09-13","DevolucionesDebitosRecibidos","ACH",163051.278008299,241,216,89.6265560165975,0.00347795046827193,0.0226472470438765
"291","2022-09-13","PagosDIANEnviados","PSE",6068740.11299435,177,157,88.7005649717514,0.129448709483498,0.0166330403600254
"292","2022-09-13","PagosDIANRecibidos","PSE",134940750,8,8,100,2.87834140513501,0.000751775835481376
"293","2022-09-13","PagosEmpresasEnviados","PSE",451182.938742531,10879,7941,72.9938413457119,0.00962391667360022,1.02232116427524
"294","2022-09-13","PagosEmpresasRecibidos","PSE",4110803.73958697,1259,1156,91.8189038919778,0.0876851255979903,0.118310722108882
"295","2022-09-13","PagosSSSEnviados","PSE",1821270.50784593,701,587,83.737517831669,0.0388484450596592,0.0658743575840556
"296","2022-09-13","PagosSSSOtrosCanalesEnviado","PSE",259120,5,0,0,0.00552713561247127,0.00046985989717586
"297","2022-09-13","PagosSSSRecibidos","PSE",868063.686554433,1782,95,5.331088664422,0.0185161535807661,0.167458067353477
"298","2022-09-13","SeguridadSocialONIFRecibidos","ACH",91896.1424332344,337,0,0,0.00196018231511061,0.031668557069653
"299","2022-09-14","CreditosEnviados","ACH",2496028.77780858,5663,4447,78.5272823591736,0.053241315018443,0.532163319541379
"300","2022-09-14","CreditosRecibidos","ACH",2481067.16806961,10573,10567,99.9432516788045,0.0529221777615421,0.993565738568074
"301","2022-09-14","DebitosEnviados","ACH",151150.162162162,333,326,97.8978978978979,0.00322409479822975,0.0312926691519123
"302","2022-09-14","DebitosRecibidos","ACH",179956.708957633,1487,1482,99.6637525218561,0.00383855022685574,0.139736333420101
"303","2022-09-14","DevolucionesCreditosEnviados","ACH",1947542.48006667,150,149,99.3333333333333,0.0415418778881487,0.0140957969152758
"304","2022-09-14","DevolucionesCreditosRecibidos","ACH",1781424.31312195,205,205,100,0.0379985094241221,0.0192642557842103
"305","2022-09-14","DevolucionesDebitosEnviados","ACH",244084.525756208,886,884,99.7742663656885,0.00520642279546271,0.0832591737795624
"306","2022-09-14","DevolucionesDebitosRecibidos","ACH",171838.661616162,198,177,89.3939393939394,0.003665388955766,0.0186064519281641
"307","2022-09-14","PagosDIANEnviados","PSE",6222915.34391534,189,169,89.4179894179894,0.132737330235985,0.0177607041132475
"308","2022-09-14","PagosDIANRecibidos","PSE",528704444.444444,9,9,100,11.2774821062084,0.000845747814916548
"309","2022-09-14","PagosEmpresasEnviados","PSE",336862.810384651,10737,7881,73.4003911707181,0.00718542156450356,1.00897714319544
"310","2022-09-14","PagosEmpresasRecibidos","PSE",2541634.41281366,1347,1242,92.2048997772829,0.054214101871507,0.126580256299177
"311","2022-09-14","PagosSSSEnviados","PSE",1164058.23529412,680,566,83.2352941176471,0.0248298384041547,0.063900946015917
"312","2022-09-14","PagosSSSOtrosCanalesEnviado","PSE",661800,6,0,0,0.0141164647589282,0.000563831876611032
"313","2022-09-14","PagosSSSRecibidos","PSE",555418.354039806,1859,92,4.94889725658956,0.0118473007272059,0.174693909769985
"314","2022-09-14","SeguridadSocialONIFRecibidos","ACH",1318503.76811594,345,0,0,0.0281242248067736,0.0324203329051343
"315","2022-09-15","CreditosEnviados","ACH",2479245.43180053,5665,4446,78.4819064430715,0.0528833193816047,0.53235126350025
"316","2022-09-15","CreditosRecibidos","ACH",2244714.8211462,10670,10665,99.9531396438613,0.0478806855040107,1.00268102057329
"317","2022-09-15","DebitosEnviados","ACH",172644.12195122,328,323,98.4756097560976,0.00368256975424675,0.0308228092547364
"318","2022-09-15","DebitosRecibidos","ACH",207243.028618421,1520,1520,100,0.00442057858873602,0.142837408741461
"319","2022-09-15","DevolucionesCreditosEnviados","ACH",1929077.5923913,138,138,100,0.041148014279586,0.0129681331620537
"320","2022-09-15","DevolucionesCreditosRecibidos","ACH",1195294.96705314,207,207,100,0.0254961306723027,0.0194521997430806
"321","2022-09-15","DevolucionesDebitosEnviados","ACH",195989.754919441,931,926,99.4629430719656,0.00418054165674113,0.0874879128541452
"322","2022-09-15","DevolucionesDebitosRecibidos","ACH",172076.747663551,214,182,85.0467289719626,0.00367046742856378,0.0201100035991268
"323","2022-09-15","PagosDIANEnviados","PSE",3894403.84615385,156,142,91.025641025641,0.0830692273364542,0.0146596287918868
"324","2022-09-15","PagosDIANRecibidos","PSE",51622142.8571429,7,7,100,1.10112142705231,0.000657803856046204
"325","2022-09-15","PagosEmpresasEnviados","PSE",502845.966417924,10868,7958,73.2241442767759,0.0107259101905528,1.02128747250145
"326","2022-09-15","PagosEmpresasRecibidos","PSE",2459882.36804012,1296,1167,90.0462962962963,0.0524702973096817,0.121787685347983
"327","2022-09-15","PagosSSSEnviados","PSE",1801732.1529745,706,597,84.5609065155807,0.0384316839566221,0.0663442174812314
"328","2022-09-15","PagosSSSOtrosCanalesEnviado","PSE",416066.666666667,6,0,0,0.00887487222327704,0.000563831876611032
"329","2022-09-15","PagosSSSRecibidos","PSE",611950.054387926,1789,98,5.47792062604807,0.0130531450241635,0.168115871209523
"330","2022-09-15","SeguridadSocialONIFRecibidos","ACH",64869.7050938338,373,0,0,0.00138369734946989,0.0350515483293192
"331","2022-09-16","CreditosEnviados","ACH",3118093.03414673,5643,4493,79.6207690944533,0.0665102001081776,0.530283879952676
"332","2022-09-16","CreditosRecibidos","ACH",2327848.81906572,10864,10863,99.990795287187,0.0496539676918314,1.02091158458371
"333","2022-09-16","DebitosEnviados","ACH",153895.41337386,329,317,96.3525835866261,0.00328265212972619,0.0309167812341716
"334","2022-09-16","DebitosRecibidos","ACH",204748.103788265,1568,1562,99.6173469387755,0.00436736082137267,0.14734806375435
"335","2022-09-16","DevolucionesCreditosEnviados","ACH",939194.566107383,149,147,98.6577181208054,0.0200334043430519,0.0140018249358406
"336","2022-09-16","DevolucionesCreditosRecibidos","ACH",1423467.37607143,196,196,100,0.0303631415077008,0.0184185079692937
"337","2022-09-16","DevolucionesDebitosEnviados","ACH",294909.885382022,890,886,99.5505617977528,0.00629054851020684,0.0836350616973031
"338","2022-09-16","DevolucionesDebitosRecibidos","ACH",212413.383886256,211,178,84.3601895734597,0.00453086438192056,0.0198280876608213
"339","2022-09-16","PagosDIANEnviados","PSE",4541142.85714286,203,181,89.1625615763547,0.0968644350379508,0.0190763118253399
"340","2022-09-16","PagosDIANRecibidos","PSE",259774133.333333,15,15,100,5.54108854409357,0.00140957969152758
"341","2022-09-16","PagosEmpresasEnviados","PSE",903780.411810593,10781,7948,73.7222892125035,0.0192780059430854,1.01311191029059
"342","2022-09-16","PagosEmpresasRecibidos","PSE",2456055.20542464,1307,1201,91.8898240244835,0.0523886623653055,0.12282137712177
"343","2022-09-16","PagosSSSEnviados","PSE",2015823.12191582,689,567,82.2931785195936,0.0429983319141091,0.0647466938308335
"344","2022-09-16","PagosSSSOtrosCanalesEnviado","PSE",339250,8,0,0,0.00723634129565791,0.000751775835481376
"345","2022-09-16","PagosSSSRecibidos","PSE",641496.267613636,1760,101,5.73863636363636,0.0136833778403625,0.165390683805903
"346","2022-09-16","SeguridadSocialONIFRecibidos","ACH",252996.685082873,362,0,0,0.0053965228000877,0.0340178565555323
"347","2022-09-17","CreditosEnviados","ACH",3257184.53384099,5660,4423,78.1448763250883,0.0694770787024667,0.531881403603074
"348","2022-09-17","CreditosRecibidos","ACH",2344747.35670075,10563,10562,99.9905329925211,0.0500144204132008,0.992626018773722
"349","2022-09-17","DebitosEnviados","ACH",151054.044198895,362,355,98.0662983425414,0.003222044562749,0.0340178565555323
"350","2022-09-17","DebitosRecibidos","ACH",239712.93758205,1493,1491,99.8660415271266,0.00511317503118188,0.140300165296712
"351","2022-09-17","DevolucionesCreditosEnviados","ACH",1727452.6416763,173,168,97.1098265895954,0.036847271591026,0.0162571524422848
"352","2022-09-17","DevolucionesCreditosRecibidos","ACH",1593940.39384615,208,207,99.5192307692308,0.0339994007216099,0.0195461717225158
"353","2022-09-17","DevolucionesDebitosEnviados","ACH",200960.728579744,859,855,99.53434225844,0.004286574558665,0.0807219303348128
"354","2022-09-17","DevolucionesDebitosRecibidos","ACH",183894.595454545,220,191,86.8181818181818,0.00392254695692272,0.0206738354757378
"355","2022-09-17","PagosDIANEnviados","PSE",7531250,180,159,88.3333333333333,0.160644643722693,0.016914956298331
"356","2022-09-17","PagosDIANRecibidos","PSE",100752555.555556,18,18,100,2.14909323038979,0.0016914956298331
"357","2022-09-17","PagosEmpresasEnviados","PSE",319455.063935929,11019,8108,73.5819947363645,0.00681410721080796,1.03547724139616
"358","2022-09-17","PagosEmpresasRecibidos","PSE",2638164.75885086,1227,1112,90.6275468622657,0.0562731336454587,0.115303618766956
"359","2022-09-17","PagosSSSEnviados","PSE",1257651.82,700,595,85,0.026826227857407,0.0657803856046204
"360","2022-09-17","PagosSSSOtrosCanalesEnviado","PSE",210614.285714286,7,0,0,0.00449248888185639,0.000657803856046204
"361","2022-09-17","PagosSSSRecibidos","PSE",730772.628669978,1812,115,6.34657836644592,0.0155876791468859,0.170277226736532
"362","2022-09-17","SeguridadSocialONIFRecibidos","ACH",383340.532544379,338,0,0,0.00817681039336885,0.0317625290490881
"363","2022-09-18","CreditosEnviados","ACH",2667395.77928448,5786,4576,79.0874524714829,0.0568966432704492,0.543721873011905
"364","2022-09-18","CreditosRecibidos","ACH",3058416.74916113,10681,10680,99.9906375807509,0.0652372805343743,1.00371471234707
"365","2022-09-18","DebitosEnviados","ACH",142862.197860963,374,359,95.9893048128342,0.00304730912887173,0.0351455203087543
"366","2022-09-18","DebitosRecibidos","ACH",197436.363321918,1460,1457,99.7945205479452,0.00421139840580962,0.137199089975351
"367","2022-09-18","DevolucionesCreditosEnviados","ACH",981563.146438356,146,144,98.6301369863014,0.0209371434955572,0.0137199089975351
"368","2022-09-18","DevolucionesCreditosRecibidos","ACH",1589762.57714286,196,196,100,0.0339102861820793,0.0184185079692937
"369","2022-09-18","DevolucionesDebitosEnviados","ACH",200105.700391061,895,888,99.2178770949721,0.00426833645758699,0.084104921594479
"370","2022-09-18","DevolucionesDebitosRecibidos","ACH",169295.223744292,219,197,89.9543378995434,0.003611136385375,0.0205798634963027
"371","2022-09-18","PagosDIANEnviados","PSE",8327972.09302326,215,188,87.4418604651163,0.177639051925809,0.020203975578562
"372","2022-09-18","PagosDIANRecibidos","PSE",19126888.8888889,9,9,100,0.40798436528851,0.000845747814916548
"373","2022-09-18","PagosEmpresasEnviados","PSE",458053.672085566,10822,8018,74.0898170393643,0.00977047222679597,1.01696476144743
"374","2022-09-18","PagosEmpresasRecibidos","PSE",3885104.8623295,1305,1174,89.9616858237548,0.0828708762070341,0.122633433162899
"375","2022-09-18","PagosSSSEnviados","PSE",1439976.48809524,672,563,83.7797619047619,0.0307152876214592,0.0631491701804356
"376","2022-09-18","PagosSSSOtrosCanalesEnviado","PSE",355125,4,0,0,0.00757496154051737,0.000375887917740688
"377","2022-09-18","PagosSSSRecibidos","PSE",549051.467255717,1924,114,5.92515592515593,0.0117114924272487,0.180802088433271
"378","2022-09-18","SeguridadSocialONIFRecibidos","ACH",188727.979274611,386,0,0,0.00402564501126291,0.0362731840619764
"379","2022-09-19","CreditosEnviados","ACH",2738479.67202202,5722,4492,78.5040195735757,0.0584128917847389,0.537707666328054
"380","2022-09-19","CreditosRecibidos","ACH",3043645.98333365,10529,10527,99.9810048437648,0.0649222140561846,0.989430971472926
"381","2022-09-19","DebitosEnviados","ACH",183011.437994723,379,373,98.4168865435356,0.00390370884698291,0.0356153802059302
"382","2022-09-19","DebitosRecibidos","ACH",219599.35017038,1526,1524,99.8689384010485,0.00468414398271942,0.143401240618072
"383","2022-09-19","DevolucionesCreditosEnviados","ACH",1576136.36880795,151,147,97.3509933774834,0.0336196335834731,0.014189768894711
"384","2022-09-19","DevolucionesCreditosRecibidos","ACH",977131.626829268,205,205,100,0.0208426173692499,0.0192642557842103
"385","2022-09-19","DevolucionesDebitosEnviados","ACH",234574.5675028,893,891,99.7760358342665,0.00500357149515579,0.0839169776356086
"386","2022-09-19","DevolucionesDebitosRecibidos","ACH",139655.659898477,197,183,92.8934010152284,0.00297891236225706,0.0185124799487289
"387","2022-09-19","PagosDIANEnviados","PSE",6160832.33532934,167,154,92.2155688622755,0.131413074263134,0.0156933205656737
"388","2022-09-19","PagosDIANRecibidos","PSE",92897133.3333333,15,15,100,1.98153386054013,0.00140957969152758
"389","2022-09-19","PagosEmpresasEnviados","PSE",571567.70092233,10918,8091,74.1069793002381,0.0121917729033117,1.02598607147321
"390","2022-09-19","PagosEmpresasRecibidos","PSE",2462853.44135178,1265,1152,91.0671936758893,0.0525336715189597,0.118874553985493
"391","2022-09-19","PagosSSSEnviados","PSE",1207887.63505747,696,571,82.0402298850575,0.0257647374328105,0.0654044976868797
"392","2022-09-19","PagosSSSOtrosCanalesEnviado","PSE",408440,5,0,0,0.008712192303017,0.00046985989717586
"393","2022-09-19","PagosSSSRecibidos","PSE",818181.14524838,1852,92,4.96760259179266,0.017452138566513,0.174036105913939
"394","2022-09-19","SeguridadSocialONIFRecibidos","ACH",52347.1471471471,333,0,0,0.00111658606517548,0.0312926691519123
"395","2022-09-20","CreditosEnviados","ACH",3045476.46211054,5790,4552,78.6183074265976,0.0649612589173902,0.544097760929646
"396","2022-09-20","CreditosRecibidos","ACH",2261752.52255568,10776,10772,99.9628804751299,0.0482441066456245,1.01264205039341
"397","2022-09-20","DebitosEnviados","ACH",129546.245125348,359,356,99.1643454038997,0.00276327440913185,0.0337359406172268
"398","2022-09-20","DebitosRecibidos","ACH",252635.679123746,1495,1488,99.5317725752508,0.00538882239528296,0.140488109255582
"399","2022-09-20","DevolucionesCreditosEnviados","ACH",1338518.71716981,159,158,99.3710691823899,0.0285511518587088,0.0149415447301924
"400","2022-09-20","DevolucionesCreditosRecibidos","ACH",1075327.5099631,271,271,100,0.0229371757308857,0.0254664064269316
"401","2022-09-20","DevolucionesDebitosEnviados","ACH",219505.210216346,832,828,99.5192307692308,0.00468213593898487,0.0781846868900631
"402","2022-09-20","DevolucionesDebitosRecibidos","ACH",200067.233830846,201,179,89.0547263681592,0.00426751595011996,0.0188883678664696
"403","2022-09-20","PagosDIANEnviados","PSE",7385000,178,164,92.1348314606742,0.157525071388161,0.0167270123394606
"404","2022-09-20","PagosDIANRecibidos","PSE",196672571.428571,7,7,100,4.19510641223818,0.000657803856046204
"405","2022-09-20","PagosEmpresasEnviados","PSE",381502.254889653,11056,8219,74.3397250361794,0.00813759917890819,1.03895420463526
"406","2022-09-20","PagosEmpresasRecibidos","PSE",2266815.47313539,1263,1151,91.132224861441,0.0483521014528695,0.118686610026622
"407","2022-09-20","PagosSSSEnviados","PSE",1938730.96296296,675,569,84.2962962962963,0.0413539246233147,0.0634310861187411
"408","2022-09-20","PagosSSSOtrosCanalesEnviado","PSE",259966.666666667,3,0,0,0.00554519535886377,0.000281915938305516
"409","2022-09-20","PagosSSSRecibidos","PSE",581625.872213656,1816,105,5.78193832599119,0.0124063178120051,0.170653114654272
"410","2022-09-20","SeguridadSocialONIFRecibidos","ACH",2492494.24657534,365,0,0,0.0531659220211729,0.0342997724938378
"411","2022-09-21","CreditosEnviados","ACH",2711626.62856122,5595,4424,79.0705987488829,0.0578401053814684,0.525773224939788
"412","2022-09-21","CreditosRecibidos","ACH",2421282.21391674,10690,10686,99.9625818521983,0.0516469402299418,1.00456046016199
"413","2022-09-21","DebitosEnviados","ACH",148978.951977401,354,342,96.6101694915254,0.00317778199669242,0.0332660807200509
"414","2022-09-21","DebitosRecibidos","ACH",222227.403377309,1516,1515,99.934036939314,0.00474020143282549,0.142461520823721
"415","2022-09-21","DevolucionesCreditosEnviados","ACH",1283413.83330882,136,131,96.3235294117647,0.0273757421411681,0.0127801892031834
"416","2022-09-21","DevolucionesCreditosRecibidos","ACH",1034825.71959016,244,244,100,0.0220732559719358,0.022929162982182
"417","2022-09-21","DevolucionesDebitosEnviados","ACH",235674.50612079,861,857,99.5354239256678,0.00502703363588992,0.0809098742936831
"418","2022-09-21","DevolucionesDebitosRecibidos","ACH",151018.765550239,209,179,85.6459330143541,0.0032212920547398,0.019640143701951
"419","2022-09-21","PagosDIANEnviados","PSE",5850973.15436242,149,134,89.9328859060403,0.124803651161971,0.0140018249358406
"420","2022-09-21","PagosDIANRecibidos","PSE",50191266.6666667,15,14,93.3333333333333,1.07060025250222,0.00140957969152758
"421","2022-09-21","PagosEmpresasEnviados","PSE",9852411.70085205,10774,7934,73.6402450343419,0.21015597244716,1.01245410643454
"422","2022-09-21","PagosEmpresasRecibidos","PSE",2051855.03765684,1323,1202,90.854119425548,0.0437669074184227,0.124324928792733
"423","2022-09-21","PagosSSSEnviados","PSE",1043243.68049793,723,609,84.2323651452282,0.0222528145220966,0.0679417411316294
"424","2022-09-21","PagosSSSOtrosCanalesEnviado","PSE",239080,5,0,0,0.00509967421360617,0.00046985989717586
"425","2022-09-21","PagosSSSRecibidos","PSE",642361.107623318,1784,106,5.94170403587444,0.0137018252315967,0.167646011312347
"426","2022-09-21","SeguridadSocialONIFRecibidos","ACH",280462.972972973,370,0,0,0.00598238995792871,0.0347696323910136
"427","2022-09-22","CreditosEnviados","ACH",2652155.93801236,5826,4590,78.7847579814624,0.0565715712211147,0.547480752189312
"428","2022-09-22","CreditosRecibidos","ACH",2528913.4044841,10758,10755,99.9721137757948,0.053942757559355,1.01095055476358
"429","2022-09-22","DebitosEnviados","ACH",171072.040106952,374,362,96.7914438502674,0.00364903660533053,0.0351455203087543
"430","2022-09-22","DebitosRecibidos","ACH",196265.884744966,1490,1488,99.8657718120805,0.00418643161889119,0.140018249358406
"431","2022-09-22","DevolucionesCreditosEnviados","ACH",1320725.39701987,151,147,97.3509933774834,0.0281716130602183,0.014189768894711
"432","2022-09-22","DevolucionesCreditosRecibidos","ACH",1853757.20041096,219,219,100,0.0395413995031895,0.0205798634963027
