"","FECHAPROCESO","CANAL","ORIGEN","DESTINO","valor","trans","consistentes","conciliado","peso_val","peso_trans","ponderado_val","ponderado_trans"
"44","2022-09-05","ACH",1,NA,130150.466666667,15,0,0,0.00252632911312307,0.00143051283885273,0,0
"45","2022-09-05","ACH",NA,1,3130025.07518797,58,0,0,0.0607563973819989,0.00553131631023055,0,0
"46","2022-09-05","ACH",NA,NA,152400000,1,0,0,2.9582111128808,9.53675225901819e-05,0,0
"47","2022-09-05","PSE",1,0,135184591.890274,2903,1299,44.746813641061,2.62404568254636,0.276851918079298,1.17417683142533,0.123882411844646
"48","2022-09-05","PSE",1,NA,3814740.70192308,104,0,0,0.0740472988004433,0.00991822234937892,0,0
"49","2022-09-05","PSE",NA,0,1064668.63854545,110,0,0,0.0206661062866197,0.01049042748492,0,0
"50","2022-09-05","PSE",NA,NA,8779859.71385256,11800,8844,74.9491525423729,0.170424400098774,1.12533676656415,0.127731643599454,0.843430369787569
"51","2022-09-06","ACH",0,1,5162442.60330249,6964,5793,83.1849511774842,0.100207316789362,0.664139427318027,0.0833574075474975,0.552464058364924
"52","2022-09-06","ACH",1,0,4122085.51199629,12562,12216,97.2456615188664,0.0800131179122859,1.19800681877787,0.077809285815673,1.16500965596166
"53","2022-09-06","ACH",1,1,225966.278688525,183,183,100,0.00438619394194694,0.0174522566340033,0.00438619394194694,0.0174522566340033
"54","2022-09-06","ACH",1,NA,96382.4666666667,15,0,0,0.00187086406811153,0.00143051283885273,0,0
"55","2022-09-06","ACH",NA,1,1624086.78809524,42,0,0,0.0315248791655264,0.00400543594878764,0,0
"56","2022-09-06","ACH",NA,NA,1332981.5,2,0,0,0.0258742827202397,0.000190735045180364,0,0
"57","2022-09-06","PSE",1,0,314847913.369878,2906,1263,43.4618031658637,6.11146060497444,0.277138020647069,2.6561509786933,0.1204491810314
"58","2022-09-06","PSE",1,NA,1893709.86424,125,0,0,0.0367584879590995,0.0119209403237727,0,0
"59","2022-09-06","PSE",NA,0,2036435.94300813,123,0,0,0.0395289201921033,0.0117302052785924,0,0
"60","2022-09-06","PSE",NA,NA,5070644.54814551,11742,8706,74.144098109351,0.0984254399723918,1.11980545025392,0.0729766547776906,0.830269651670124
"61","2022-09-07","ACH",0,1,4793744.94521177,7079,5799,81.918350049442,0.0930505877246826,0.675106692415898,0.0762255061753686,0.553036263500465
"62","2022-09-07","ACH",1,0,3462662.96401213,12610,12229,96.9785884218874,0.0672131762486974,1.20258445986219,0.065182389559502,1.16624943375533
"63","2022-09-07","ACH",1,1,184621.073619632,163,163,100,0.0035836490265983,0.0155449061821997,0.0035836490265983,0.0155449061821997
"64","2022-09-07","ACH",1,NA,82053.2222222222,18,0,0,0.00159272148179433,0.00171661540662327,0,0
"65","2022-09-07","ACH",NA,1,1223030.34583333,45,0,0,0.0237400391104634,0.00429153851655819,0,0
"66","2022-09-07","ACH",NA,NA,458278.5,4,0,0,0.00889556792319124,0.000381470090360728,0,0
"67","2022-09-07","PSE",1,0,112705163.90735,2999,1338,44.6148716238746,2.18770123589091,0.286007200247956,0.976040097906648,0.127601745225663
"68","2022-09-07","PSE",1,NA,1686696.65765766,111,0,0,0.0327401889549986,0.0105857950075102,0,0
"69","2022-09-07","PSE",NA,0,4370109.98636364,121,0,0,0.0848274798305268,0.011539470233412,0,0
"70","2022-09-07","PSE",NA,NA,8558748.51735448,11918,8903,74.7021312300722,0.166132447351641,1.13659013422979,0.124104478836354,0.849057053620389
"71","2022-09-08","ACH",0,1,4367659.42110684,6973,5777,82.848128495626,0.0847799123149396,0.664997735021339,0.0702385706931602,0.550938178003481
"72","2022-09-08","ACH",1,0,3463689.45059845,12841,12453,96.9784284713029,0.0672331012095036,1.22461435758053,0.0652016049654971,1.18761175881554
"73","2022-09-08","ACH",1,1,182863.135869565,184,184,100,0.00354952598861929,0.0175476241565935,0.00354952598861929,0.0175476241565935
"74","2022-09-08","ACH",1,NA,136553.1,10,0,0,0.0026506095663932,0.000953675225901819,0,0
"75","2022-09-08","ACH",NA,1,24328667.5654762,46,0,0,0.472239729355475,0.00438690603914837,0,0
"76","2022-09-08","ACH",NA,NA,1813728.33333333,3,0,0,0.035205979733684,0.000286102567770546,0,0
"77","2022-09-08","PSE",1,0,62156780.2544861,2957,1311,44.3354751437267,1.20651494809522,0.282001764299168,0.534914134918102,0.125026822115728
"78","2022-09-08","PSE",1,NA,3589560.13893805,113,0,0,0.0696763562556464,0.0107765300526906,0,0
"79","2022-09-08","PSE",NA,0,1483716.75454545,110,0,0,0.0288001797353268,0.01049042748492,0,0
"80","2022-09-08","PSE",NA,NA,8034056.4482002,11762,8764,74.5111375616392,0.155947736657333,1.12171280070572,0.116198432585008,0.835800967980354
"81","2022-09-09","ACH",0,1,6085291.54421887,7042,5818,82.6185742686737,0.118120584456876,0.671578094080061,0.0975895427960952,0.554848246429678
"82","2022-09-09","ACH",1,0,4216590.13666162,12654,12287,97.0997313102576,0.0818475315008923,1.20678063085616,0.0794737331714449,1.17178075006557
"83","2022-09-09","ACH",1,1,226587.976608187,171,171,100,0.00439826161710968,0.0163078463629211,0.00439826161710968,0.0163078463629211
"84","2022-09-09","ACH",1,NA,240429,13,0,0,0.0046669274255828,0.00123977779367236,0,0
"85","2022-09-09","ACH",NA,1,2896131.07352941,38,0,0,0.0562163197248958,0.00362396585842691,0,0
"86","2022-09-09","ACH",NA,NA,2724794,1,0,0,0.052890524219888,9.53675225901819e-05,0,0
"87","2022-09-09","PSE",1,0,50412916.2969753,2956,1265,42.7943166441137,0.978556753428098,0.281906396776578,0.418766675604379,0.12063991607658
"88","2022-09-09","PSE",1,NA,1971057.6484375,128,0,0,0.0382598729641504,0.0122070428915433,0,0
"89","2022-09-09","PSE",NA,0,1694076.01851852,108,0,0,0.0328834285042411,0.0102996924397396,0,0
"90","2022-09-09","PSE",NA,NA,6643091.16210131,11673,8771,75.1392101430652,0.128947940286144,1.11322509119519,0.09689046382676,0.836468540638486
"91","2022-09-10","ACH",0,1,4817488.14361588,6972,5788,83.017785427424,0.0935114630092913,0.664902367498748,0.0776311457110984,0.551987220751973
"92","2022-09-10","ACH",1,0,4021279.86658517,12724,12319,96.8170386670858,0.0780563962554862,1.21345635743747,0.0755718913448078,1.17483251078845
"93","2022-09-10","ACH",1,1,182735.111111111,207,207,100,0.00354704092127557,0.0197410771761677,0.00354704092127557,0.0197410771761677
"94","2022-09-10","ACH",1,NA,195817.090909091,11,0,0,0.00380097306049385,0.001049042748492,0,0
"95","2022-09-10","ACH",NA,1,3117749.63636364,46,0,0,0.0605181208757939,0.00438690603914837,0,0
"96","2022-09-10","ACH",NA,NA,2300272,3,0,0,0.0446501981171165,0.000286102567770546,0,0
"97","2022-09-10","PSE",1,0,62540844.5922807,2890,1253,43.356401384083,1.2139699572299,0.275612140285626,0.526333687338775,0.119495505805498
"98","2022-09-10","PSE",1,NA,2161625.7755303,132,0,0,0.0419589592589457,0.012588512981904,0,0
"99","2022-09-10","PSE",NA,0,2025816.46361905,105,0,0,0.0393227872397294,0.0100135898719691,0,0
"100","2022-09-10","PSE",NA,NA,6582720.13508804,11777,8723,74.0680988367156,0.127776088297911,1.12314331354457,0.0946413193701859,0.831890899554157
"101","2022-09-11","ACH",0,1,4166892.99683049,7017,5807,82.7561636026792,0.0808828685656769,0.669193906015306,0.0669355590367516,0.553799203681186
"102","2022-09-11","ACH",1,0,3672323.94813654,12872,12465,96.8380981976383,0.0712828708233322,1.22757075078082,0.0690289764459941,1.18875616908662
"103","2022-09-11","ACH",1,1,159842.729591837,196,196,100,0.00310268070204575,0.0186920344276757,0.00310268070204575,0.0186920344276757
"104","2022-09-11","ACH",1,NA,502451.153846154,13,0,0,0.0097529959776081,0.00123977779367236,0,0
"105","2022-09-11","ACH",NA,1,2061470.12610723,50,0,0,0.0400148545664186,0.0047683761295091,0,0
"106","2022-09-11","ACH",NA,NA,513924.75,4,0,0,0.00997570804878273,0.000381470090360728,0,0
"107","2022-09-11","PSE",1,0,29308015.5642204,2945,1219,41.3921901528014,0.568893027155907,0.280857354028086,0.235477283566401,0.116253010037432
"108","2022-09-11","PSE",1,NA,1618044.9790991,111,0,0,0.0314076026135954,0.0105857950075102,0,0
"109","2022-09-11","PSE",NA,0,1837398.14705882,136,0,0,0.0356654305604725,0.0129699830722647,0,0
"110","2022-09-11","PSE",NA,NA,9195922.13743404,11742,8788,74.8424459206268,0.178500518767349,1.11980545025392,0.133594154226491,0.838089788522519
"111","2022-09-12","ACH",0,1,5551689.3198328,7086,5925,83.6155800169348,0.107762920217789,0.675774265074029,0.0901065907832911,0.565052571346828
"112","2022-09-12","ACH",1,0,3925213.50390346,12880,12508,97.111801242236,0.0761916680293767,1.22833369096154,0.0739911012198326,1.192856972558
"113","2022-09-12","ACH",1,1,175388.393258427,178,178,100,0.00340443500004847,0.0169754190210524,0.00340443500004847,0.0169754190210524
"114","2022-09-12","ACH",1,NA,95731,13,0,0,0.00185821855674011,0.00123977779367236,0,0
"115","2022-09-12","ACH",NA,1,4650495.81818182,45,0,0,0.0902700026886559,0.00429153851655819,0,0
"116","2022-09-12","ACH",NA,NA,899847.333333333,3,0,0,0.0174667872792836,0.000286102567770546,0,0
"117","2022-09-12","PSE",1,0,94457194.2907536,2879,1233,42.8273706147968,1.83349292547538,0.274563097537134,0.785236810389423,0.117588155353694
"118","2022-09-12","PSE",1,NA,3565992.60315789,95,0,0,0.0692188907290842,0.00905991464606728,0,0
"119","2022-09-12","PSE",NA,0,614432.169491525,118,0,0,0.0119266408917408,0.0112533676656415,0,0
"120","2022-09-12","PSE",NA,NA,17243428.8841751,11598,8709,75.0905328504915,0.334709336937904,1.10607252700093,0.251335024607019,0.830555754237894
"121","2022-09-13","ACH",0,1,5318944.25960147,6983,5800,83.0588572246885,0.103245144472091,0.66595141024724,0.0857542371384973,0.553131631023055
"122","2022-09-13","ACH",1,0,4323205.11876656,12696,12357,97.3298676748582,0.0839170172283361,1.21078606680495,0.0816763218250275,1.17845647664688
"123","2022-09-13","ACH",1,1,168883.365740741,216,216,100,0.00327816699025572,0.0205993848794793,0.00327816699025572,0.0205993848794793
"124","2022-09-13","ACH",1,NA,67666.7,10,0,0,0.00131346708603656,0.000953675225901819,0,0
"125","2022-09-13","ACH",NA,1,10030180.8222222,46,0,0,0.194694175672583,0.00438690603914837,0,0
"126","2022-09-13","ACH",NA,NA,14990402.75,5,0,0,0.290976220482998,0.00047683761295091,0,0
"127","2022-09-13","PSE",1,0,139883233.14862,2834,1259,44.424841213832,2.71525022838546,0.270271559020576,1.20624560251845,0.120067710941039
"128","2022-09-13","PSE",1,NA,4499501.15571429,112,0,0,0.0873390703494358,0.0106811625301004,0,0
"129","2022-09-13","PSE",NA,0,1785770.91262136,103,0,0,0.0346633028791063,0.00982285482678874,0,0
"130","2022-09-13","PSE",NA,NA,8600313.55958282,11762,8685,73.8394830811087,0.166939259489615,1.12171280070572,0.123267086266562,0.82826693369573
"131","2022-09-14","ACH",0,1,4850068.60709265,6991,5806,83.0496352453154,0.0941438769798936,0.666714350427962,0.0781861464376001,0.553703836158596
"132","2022-09-14","ACH",1,0,5761644.12712428,12606,12254,97.2076788830716,0.111838318145167,1.20220298977183,0.108715433170782,1.16863362182009
"133","2022-09-14","ACH",1,1,182317.451977401,177,177,100,0.00353893380913163,0.0168800514984622,0.00353893380913163,0.0168800514984622
"134","2022-09-14","ACH",1,NA,77164.9166666667,12,0,0,0.00149783539375233,0.00114441027108218,0,0
"135","2022-09-14","ACH",NA,1,2822829.19890873,49,0,0,0.054793469199319,0.00467300860691891,0,0
"136","2022-09-14","ACH",NA,NA,1455184,5,0,0,0.0282463351711702,0.00047683761295091,0,0
"137","2022-09-14","PSE",1,0,531435424.92626,2980,1343,45.0671140939597,10.3156048543005,0.284195217318742,4.64894540916965,0.128078582838614
"138","2022-09-14","PSE",1,NA,2653694.77046154,130,0,0,0.0515104288725262,0.0123977779367236,0,0
"139","2022-09-14","PSE",NA,0,5005610.30857143,105,0,0,0.0971630711388892,0.0100135898719691,0,0
"140","2022-09-14","PSE",NA,NA,8385636.38959411,11612,8616,74.1991043747847,0.162772196563484,1.10740767231719,0.120775512021269,0.821686574637007
"141","2022-09-15","ACH",0,1,4781770.64841271,7028,5833,82.9965850882186,0.0928181566363631,0.670242948763799,0.077035900350015,0.556278759268531
"142","2022-09-15","ACH",1,0,3712508.07874195,12765,12392,97.0779475127301,0.0720628783149226,1.21736642586367,0.0699571631867232,1.18179433993753
"143","2022-09-15","ACH",1,1,179642.351648352,182,182,100,0.00348700788051309,0.0173568891114131,0.00348700788051309,0.0173568891114131
"144","2022-09-15","ACH",1,NA,69980.2,15,0,0,0.00135837405066681,0.00143051283885273,0,0
"145","2022-09-15","ACH",NA,1,1555093.20851927,51,0,0,0.0301856562402045,0.00486374365209928,0,0
"146","2022-09-15","ACH",NA,NA,1422322.102,5,0,0,0.0276084583217348,0.00047683761295091,0,0
"147","2022-09-15","PSE",1,0,54636232.9165074,2856,1272,44.5378151260504,1.06053485157189,0.27236964451756,0.472339051540422,0.121307488734711
"148","2022-09-15","PSE",1,NA,3089287.35794393,107,0,0,0.0599656443120203,0.0102043249171495,0,0
"149","2022-09-15","PSE",NA,0,1556562.70542636,129,0,0,0.0302141804008403,0.0123024104141335,0,0
"150","2022-09-15","PSE",NA,NA,6615048.63221294,11736,8697,74.1053169734151,0.128403611391465,1.11923324511837,0.0951539032269574,0.829411343966812
"151","2022-09-16","ACH",0,1,4512076.79950967,6972,5843,83.8066551921974,0.087583174084522,0.664902367498748,0.0734005287113973,0.557232434494433
"152","2022-09-16","ACH",1,0,4209255.15908139,12989,12621,97.1668334744784,0.0817051534681458,1.23872875092387,0.0793903104104602,1.20363350261069
"153","2022-09-16","ACH",1,1,229971.730337079,178,178,100,0.00446394309928854,0.0169754190210524,0.00446394309928854,0.0169754190210524
"154","2022-09-16","ACH",1,NA,155234.076923077,13,0,0,0.00301322290978766,0.00123977779367236,0,0
"155","2022-09-16","ACH",NA,1,1823177.99615385,58,0,0,0.0353894055707484,0.00553131631023055,0,0
"156","2022-09-16","ACH",NA,NA,227725,2,0,0,0.00442033218950644,0.000190735045180364,0,0
"157","2022-09-16","PSE",1,0,262840229.74735,2879,1317,45.74505036471,5.10194808760338,0.274563097537134,2.33388872225552,0.12559902725127
"158","2022-09-16","PSE",1,NA,3260664.13402062,97,0,0,0.0632922104765857,0.00925064969124765,0,0
"159","2022-09-16","PSE",NA,0,1081515.14150943,106,0,0,0.020993110960381,0.0101089573945593,0,0
"160","2022-09-16","PSE",NA,NA,7799996.39086927,11681,8696,74.4456810204606,0.151404435721126,1.11398803137591,0.112714063267778,0.829315976444222
"161","2022-09-17","ACH",0,1,5334263.13753274,7033,5801,82.4825821128963,0.103542496669815,0.670719786376749,0.085404524837423,0.553226998545645
"162","2022-09-17","ACH",1,0,4561944.28328995,12601,12260,97.2938655662249,0.0885511435378699,1.20172615215888,0.08615483055109,1.16920582695563
"163","2022-09-17","ACH",1,1,174879.507853403,191,191,100,0.00339455710988886,0.0182151968147247,0.00339455710988886,0.0182151968147247
"164","2022-09-17","ACH",1,NA,376761.533333333,15,0,0,0.00731325560900707,0.00143051283885273,0,0
"165","2022-09-17","ACH",NA,1,2198318.64285714,35,0,0,0.0426711984183271,0.00333786329065637,0,0
"166","2022-09-17","ACH",NA,NA,2e+05,1,0,0,0.0038821668148042,9.53675225901819e-05,0,0
"167","2022-09-17","PSE",1,0,104172742.952087,2816,1245,44.2116477272727,2.0220798284786,0.268554943613952,0.893994810531199,0.118732565624776
"168","2022-09-17","PSE",1,NA,1709672.23134921,126,0,0,0.0331861640036807,0.0120163078463629,0,0
"169","2022-09-17","PSE",NA,0,1435210.82608696,115,0,0,0.0278586392064126,0.0109672650978709,0,0
"170","2022-09-17","PSE",NA,NA,9318971.16965021,11906,8862,74.433058961868,0.180889003114666,1.13544572395871,0.134641218343874,0.845146985194192
"171","2022-09-18","ACH",0,1,3992773.20951,7168,5967,83.2449776785714,0.0775030582649951,0.683594401926424,0.0645174035529053,0.569058007295616
"172","2022-09-18","ACH",1,0,5034223.92224781,12722,12333,96.9423046690772,0.0977184852462196,1.21326562239229,0.0947305516853975,1.17616765610471
"173","2022-09-18","ACH",1,1,176050.218274112,197,197,100,0.00341728157561397,0.0187874019502658,0.00341728157561397,0.0187874019502658
"174","2022-09-18","ACH",1,NA,126843.75,12,0,0,0.0024621429845766,0.00114441027108218,0,0
"175","2022-09-18","ACH",NA,1,1264848.75,41,0,0,0.0245517692149829,0.00391006842619746,0,0
"176","2022-09-18","ACH",NA,NA,5140311,3,0,0,0.0997777239098651,0.000286102567770546,0,0
"177","2022-09-18","PSE",1,0,23310109.2740091,2976,1297,43.5819892473118,0.45246866336509,0.283813747228381,0.197194844215229,0.123691676799466
"178","2022-09-18","PSE",1,NA,959643.687022901,131,0,0,0.0186274843789833,0.0124931454593138,0,0
"179","2022-09-18","PSE",NA,0,5865107.78465649,131,0,0,0.113846634034216,0.0124931454593138,0,0
"180","2022-09-18","PSE",NA,NA,10581127.2532041,11713,8769,74.8655340220268,0.205388505428046,1.1170397920988,0.153765201408566,0.836277805593305
"181","2022-09-19","ACH",0,1,4736864.3902533,7115,5903,82.9655657062544,0.0919464887103457,0.678539923229144,0.0762839245055756,0.562954485849844
"182","2022-09-19","ACH",1,0,4293207.10766727,12591,12256,97.3393693908347,0.083334730812337,1.20077247693298,0.0811175014562785,1.16882435686527
"183","2022-09-19","ACH",1,1,140635.032786885,183,183,100,0.00272984328642074,0.0174522566340033,0.00272984328642074,0.0174522566340033
"184","2022-09-19","ACH",1,NA,79607.8333333333,6,0,0,0.00154525444382565,0.000572205135541091,0,0
"185","2022-09-19","ACH",NA,1,2063030.125,38,0,0,0.0400451354460819,0.00362396585842691,0,0
"186","2022-09-19","ACH",NA,NA,501374.5,2,0,0,0.00973209722844525,0.000190735045180364,0,0
"187","2022-09-19","PSE",1,0,95982653.6376044,2913,1259,43.2200480604188,1.86310336374377,0.2778055933052,0.805234169225337,0.120067710941039
"188","2022-09-19","PSE",1,NA,4306120.0754717,106,0,0,0.083585382287792,0.0101089573945593,0,0
"189","2022-09-19","PSE",NA,0,2297300.13982301,113,0,0,0.0445925118323297,0.0107765300526906,0,0
"190","2022-09-19","PSE",NA,NA,8348727.67130914,11786,8816,74.8006108942813,0.16205576755697,1.12400162124788,0.12121870412203,0.840760079155044
"191","2022-09-20","ACH",0,1,4739784.19799115,7117,5894,82.81579317128,0.092003164613873,0.678730658274325,0.0761931505176573,0.562096178146532
"192","2022-09-20","ACH",1,0,6082841.38024629,12903,12531,97.1169495466171,0.11807302473055,1.23052714398112,0.114668919855733,1.19505042557757
"193","2022-09-20","ACH",1,1,206658.469273743,179,179,100,0.0040114132570638,0.0170707865436426,0.0040114132570638,0.0170707865436426
"194","2022-09-20","ACH",1,NA,183616.545454545,11,0,0,0.00356415029706312,0.001049042748492,0,0
"195","2022-09-20","ACH",NA,1,1584714.29984051,34,0,0,0.0307606263289326,0.00324249576806619,0,0
"196","2022-09-20","ACH",NA,NA,561333,4,0,0,0.0108959417232724,0.000381470090360728,0,0
"197","2022-09-20","PSE",1,0,199534996.142728,2843,1263,44.4249032711924,3.87314070208692,0.271129866723887,1.7206390104593,0.1204491810314
"198","2022-09-20","PSE",1,NA,1469830.41175573,131,0,0,0.0285306342395404,0.0124931454593138,0,0
"199","2022-09-20","PSE",NA,0,1413465.51785714,112,0,0,0.0274365446364752,0.0106811625301004,0,0
"200","2022-09-20","PSE",NA,NA,9965199.88451928,11912,8952,75.1511081262592,0.193432841472857,1.13601792909425,0.145366923846963,0.853730062227308
"201","2022-09-21","ACH",0,1,4385669.92241329,6911,5754,83.2585732889596,0.0851295111673891,0.659084948620747,0.0708776164458337,0.548744724983907
"202","2022-09-21","ACH",1,0,3959221.65968799,12817,12445,97.0976047436998,0.0768517946984737,1.22232553703836,0.0746212518547636,1.18684881863481
"203","2022-09-21","ACH",1,1,160370.474860335,179,179,100,0.00311292467788593,0.0170707865436426,0.00311292467788593,0.0170707865436426
"204","2022-09-21","ACH",1,NA,96251.8235294118,17,0,0,0.00186832817585136,0.00162124788403309,0,0
"205","2022-09-21","ACH",NA,1,1131012.53340081,45,0,0,0.0219538966214813,0.00429153851655819,0,0
"206","2022-09-21","ACH",NA,NA,9716169,6,0,0,0.188598944294147,0.000572205135541091,0,0
"207","2022-09-21","PSE",1,0,52672370.4347501,2889,1322,45.7597784700588,1.0224146427943,0.275516772763036,0.467854675588117,0.12607586486422
"208","2022-09-21","PSE",1,NA,2793104.60714286,112,0,0,0.0542164900806337,0.0106811625301004,0,0
"209","2022-09-21","PSE",NA,0,2737724.52892562,121,0,0,0.0531415165713526,0.011539470233412,0,0
"210","2022-09-21","PSE",NA,NA,16985708.5357124,11651,8677,74.4742940520127,0.329706770016396,1.11112700569821,0.245546789411404,0.827503993515009
"211","2022-09-22","ACH",0,1,4375046.4586824,7214,5988,83.0052675353479,0.0849233008756173,0.687981307965572,0.0704908130916546,0.571060725270009
"212","2022-09-22","ACH",1,0,4697594.41488374,12821,12462,97.1999064035567,0.0911842257343561,1.22270700712872,0.088630982068602,1.18847006651885
"213","2022-09-22","ACH",1,1,159499.776649746,197,197,100,0.00309602369939164,0.0187874019502658,0.00309602369939164,0.0187874019502658
"214","2022-09-22","ACH",1,NA,126530.388888889,18,0,0,0.00245606038404358,0.00171661540662327,0,0
"215","2022-09-22","ACH",NA,1,1971885.22916667,40,0,0,0.0382759369963671,0.00381470090360728,0,0
"216","2022-09-22","ACH",NA,NA,1079607.5,5,0,0,0.0209560820475687,0.00047683761295091,0,0
"217","2022-09-22","PSE",1,0,76747391.5387629,2941,1268,43.1145868752125,1.48973088277285,0.280475883937725,0.642291315659972,0.120926018644351
"218","2022-09-22","PSE",1,NA,4897897.60859375,128,0,0,0.0950722777919576,0.0122070428915433,0,0
"219","2022-09-22","PSE",NA,0,4604043.69306931,101,0,0,0.0893683281957113,0.00963211978160837,0,0
"220","2022-09-22","PSE",NA,NA,18951320.7921786,11781,8786,74.5777098718275,0.367860943380524,1.12352478363493,0.274342267086095,0.837899053477338
